2017-05-11 00:00:00.071000,1.08675,1.08671,1870000,1650000
2017-05-11 00:00:00.580000,1.08672,1.08669,2250000,3150000
2017-05-11 00:00:00.744000,1.08671,1.08669,1000000,1000000
2017-05-11 00:00:00.951000,1.08674,1.08669,1120000,2980000
2017-05-11 00:00:01.462000,1.08675,1.08670,2470000,3560000
2017-05-11 00:00:04.930000,1.08675,1.08670,3230000,1120000
2017-05-11 00:00:05.448000,1.08674,1.08669,2440000,2800000
2017-05-11 00:00:05.908000,1.08672,1.08668,6230000,1200000
2017-05-11 00:00:06.062000,1.08671,1.08666,3760000,1000000
2017-05-11 00:00:06.575000,1.08671,1.08665,5110000,4120000
2017-05-11 00:00:07.253000,1.08671,1.08666,3010000,1500000
2017-05-11 00:00:07.761000,1.08672,1.08667,1000000,2320000
2017-05-11 00:00:08.353000,1.08673,1.08668,1690000,3750000
2017-05-11 00:00:08.405000,1.08673,1.08670,1500000,1500000
2017-05-11 00:00:08.558000,1.08675,1.08670,2250000,1000000
2017-05-11 00:00:08.712000,1.08675,1.08671,1120000,9600000
2017-05-11 00:00:08.866000,1.08677,1.08672,1870000,5920000
2017-05-11 00:00:10.025000,1.08676,1.08672,1000000,3300000
2017-05-11 00:00:11.667000,1.08676,1.08672,1120000,4090000
2017-05-11 00:00:20.909000,1.08676,1.08671,1870000,8590000
2017-05-11 00:00:24.829000,1.08675,1.08671,1000000,6490000
2017-05-11 00:00:25.355000,1.08673,1.08670,1870000,1110000
2017-05-11 00:00:25.407000,1.08671,1.08668,1120000,2620000
2017-05-11 00:00:25.561000,1.08669,1.08666,1120000,1870000
2017-05-11 00:00:26.316000,1.08669,1.08665,1870000,1120000
2017-05-11 00:00:26.858000,1.08670,1.08665,2620000,1200000
2017-05-11 00:00:27.363000,1.08669,1.08665,1870000,1200000
2017-05-11 00:00:28.178000,1.08668,1.08664,1120000,6900000
2017-05-11 00:00:28.686000,1.08667,1.08663,1120000,6900000
2017-05-11 00:00:30.072000,1.08667,1.08663,1120000,3750000
2017-05-11 00:00:30.431000,1.08665,1.08662,1120000,2620000
2017-05-11 00:00:30.535000,1.08665,1.08661,1870000,1500000
2017-05-11 00:00:31.451000,1.08664,1.08660,1870000,2320000
2017-05-11 00:00:40.050000,1.08664,1.08660,1000000,1100000
2017-05-11 00:00:42.675000,1.08663,1.08660,1000000,1570000
2017-05-11 00:00:42.726000,1.08661,1.08658,1000000,3070000
2017-05-11 00:00:42.829000,1.08661,1.08657,4500000,1000000
2017-05-11 00:00:42.931000,1.08660,1.08657,1880000,1000000
2017-05-11 00:00:43.187000,1.08659,1.08655,1000000,3370000
2017-05-11 00:00:43.731000,1.08659,1.08656,1000000,1000000
2017-05-11 00:00:45.934000,1.08660,1.08656,1120000,2620000
2017-05-11 00:00:46.455000,1.08662,1.08657,3570000,1000000
2017-05-11 00:00:47.074000,1.08662,1.08657,2820000,1000000
2017-05-11 00:00:50.289000,1.08662,1.08656,2510000,2620000
2017-05-11 00:00:51.324000,1.08661,1.08656,3450000,1500000
2017-05-11 00:01:01.334000,1.08659,1.08655,1000000,1870000
2017-05-11 00:01:02.773000,1.08659,1.08654,1000000,4870000
2017-05-11 00:01:03.282000,1.08659,1.08654,1000000,5020000
2017-05-11 00:01:09.660000,1.08657,1.08653,1120000,2770000
2017-05-11 00:01:09.711000,1.08656,1.08653,4570000,2620000
2017-05-11 00:01:09.916000,1.08654,1.08650,2250000,1170000
2017-05-11 00:01:11.317000,1.08654,1.08650,1500000,2320000
2017-05-11 00:01:11.832000,1.08654,1.08650,1500000,2250000
2017-05-11 00:01:13.066000,1.08654,1.08651,1500000,1500000
2017-05-11 00:01:13.612000,1.08655,1.08651,1000000,2250000
2017-05-11 00:01:14.628000,1.08656,1.08652,1370000,1120000
2017-05-11 00:01:15.424000,1.08657,1.08652,1870000,1120000
2017-05-11 00:01:17.089000,1.08657,1.08652,2320000,2250000
2017-05-11 00:01:17.820000,1.08657,1.08653,1200000,1120000
2017-05-11 00:01:18.341000,1.08659,1.08653,1720000,5140000
2017-05-11 00:01:20.055000,1.08658,1.08655,1120000,1870000
2017-05-11 00:01:20.809000,1.08658,1.08656,1120000,1120000
2017-05-11 00:01:21.633000,1.08659,1.08656,1120000,1120000
2017-05-11 00:01:25.136000,1.08659,1.08655,1120000,1000000
2017-05-11 00:01:25.663000,1.08659,1.08656,1120000,1120000
2017-05-11 00:01:31.474000,1.08660,1.08656,1200000,1120000
2017-05-11 00:01:32.782000,1.08660,1.08655,1000000,2700000
2017-05-11 00:01:35.522000,1.08661,1.08655,8740000,1370000
2017-05-11 00:01:35.784000,1.08661,1.08658,1000000,1500000
